"country","date","month","year","covid_rate","death_rate"
"Comoros",May 2021,"05","2021",0.004,0
"Comoros",Nov 2021,"11","2021",0.005,0
"Comoros",Oct 2021,"10","2021",0.005,0
"Comoros",Sep 2021,"09","2021",0.005,0
"Congo (Brazzaville)",Apr 2021,"04","2021",0.002,0
"Congo (Brazzaville)",Aug 2021,"08","2021",0.002,0
"Congo (Brazzaville)",Dec 2021,"12","2021",0.003,0
"Congo (Brazzaville)",Feb 2021,"02","2021",0.002,0
"Congo (Brazzaville)",Jan 2021,"01","2021",0.001,0
"Congo (Brazzaville)",Jul 2021,"07","2021",0.002,0
"Congo (Brazzaville)",Jun 2021,"06","2021",0.002,0
"Congo (Brazzaville)",Mar 2021,"03","2021",0.002,0
"Congo (Brazzaville)",May 2021,"05","2021",0.002,0
"Congo (Brazzaville)",Nov 2021,"11","2021",0.003,0
"Congo (Brazzaville)",Oct 2021,"10","2021",0.003,0
"Congo (Brazzaville)",Sep 2021,"09","2021",0.003,0
"Congo (Kinshasa)",Apr 2021,"04","2021",0,0
"Congo (Kinshasa)",Aug 2021,"08","2021",0.001,0
"Congo (Kinshasa)",Dec 2021,"12","2021",0.001,0
"Congo (Kinshasa)",Feb 2021,"02","2021",0,0
"Congo (Kinshasa)",Jan 2021,"01","2021",0,0
"Congo (Kinshasa)",Jul 2021,"07","2021",0.001,0
"Congo (Kinshasa)",Jun 2021,"06","2021",0,0
"Congo (Kinshasa)",Mar 2021,"03","2021",0,0
"Congo (Kinshasa)",May 2021,"05","2021",0,0
"Congo (Kinshasa)",Nov 2021,"11","2021",0.001,0
"Congo (Kinshasa)",Oct 2021,"10","2021",0.001,0
"Congo (Kinshasa)",Sep 2021,"09","2021",0.001,0
"Costa Rica",Apr 2021,"04","2021",0.045,0.001
"Costa Rica",Aug 2021,"08","2021",0.085,0.001
"Costa Rica",Dec 2021,"12","2021",0.112,0.001
"Costa Rica",Feb 2021,"02","2021",0.039,0.001
"Costa Rica",Jan 2021,"01","2021",0.036,0
"Costa Rica",Jul 2021,"07","2021",0.076,0.001
"Costa Rica",Jun 2021,"06","2021",0.068,0.001
"Costa Rica",Mar 2021,"03","2021",0.041,0.001
"Costa Rica",May 2021,"05","2021",0.056,0.001
"Costa Rica",Nov 2021,"11","2021",0.111,0.001
"Costa Rica",Oct 2021,"10","2021",0.108,0.001
"Costa Rica",Sep 2021,"09","2021",0.098,0.001
"Cote d'Ivoire",Apr 2021,"04","2021",0.002,0
"Cote d'Ivoire",Aug 2021,"08","2021",0.002,0
"Cote d'Ivoire",Dec 2021,"12","2021",0.002,0
"Cote d'Ivoire",Feb 2021,"02","2021",0.001,0
"Cote d'Ivoire",Jan 2021,"01","2021",0.001,0
"Cote d'Ivoire",Jul 2021,"07","2021",0.002,0
"Cote d'Ivoire",Jun 2021,"06","2021",0.002,0
"Cote d'Ivoire",Mar 2021,"03","2021",0.001,0
"Cote d'Ivoire",May 2021,"05","2021",0.002,0
"Cote d'Ivoire",Nov 2021,"11","2021",0.002,0
"Cote d'Ivoire",Oct 2021,"10","2021",0.002,0
"Cote d'Ivoire",Sep 2021,"09","2021",0.002,0
"Croatia",Apr 2021,"04","2021",0.074,0.002
"Croatia",Aug 2021,"08","2021",0.09,0.002
"Croatia",Dec 2021,"12","2021",0.162,0.003
"Croatia",Feb 2021,"02","2021",0.058,0.001
"Croatia",Jan 2021,"01","2021",0.054,0.001
"Croatia",Jul 2021,"07","2021",0.088,0.002
"Croatia",Jun 2021,"06","2021",0.087,0.002
"Croatia",Mar 2021,"03","2021",0.062,0.001
"Croatia",May 2021,"05","2021",0.085,0.002
"Croatia",Nov 2021,"11","2021",0.132,0.002
"Croatia",Oct 2021,"10","2021",0.105,0.002
"Croatia",Sep 2021,"09","2021",0.095,0.002
"Cuba",Apr 2021,"04","2021",0.008,0
"Cuba",Aug 2021,"08","2021",0.047,0
"Cuba",Dec 2021,"12","2021",0.085,0.001
"Cuba",Feb 2021,"02","2021",0.003,0
"Cuba",Jan 2021,"01","2021",0.002,0
"Cuba",Jul 2021,"07","2021",0.024,0
"Cuba",Jun 2021,"06","2021",0.014,0
"Cuba",Mar 2021,"03","2021",0.006,0
"Cuba",May 2021,"05","2021",0.011,0
"Cuba",Nov 2021,"11","2021",0.085,0.001
"Cuba",Oct 2021,"10","2021",0.082,0.001
"Cuba",Sep 2021,"09","2021",0.068,0.001
"Cyprus",Apr 2021,"04","2021",0.046,0
"Cyprus",Aug 2021,"08","2021",0.091,0
"Cyprus",Dec 2021,"12","2021",0.12,0.001
"Cyprus",Feb 2021,"02","2021",0.027,0
"Cyprus",Jan 2021,"01","2021",0.023,0
"Cyprus",Jul 2021,"07","2021",0.074,0
"Cyprus",Jun 2021,"06","2021",0.062,0
"Cyprus",Mar 2021,"03","2021",0.034,0
"Cyprus",May 2021,"05","2021",0.059,0
"Cyprus",Nov 2021,"11","2021",0.106,0
"Cyprus",Oct 2021,"10","2021",0.101,0
"Cyprus",Sep 2021,"09","2021",0.098,0
"Czechia",Apr 2021,"04","2021",0.149,0.003
"Czechia",Aug 2021,"08","2021",0.157,0.003
"Czechia",Dec 2021,"12","2021",0.22,0.003
"Czechia",Feb 2021,"02","2021",0.103,0.002
"Czechia",Jan 2021,"01","2021",0.081,0.001
"Czechia",Jul 2021,"07","2021",0.156,0.003
"Czechia",Jun 2021,"06","2021",0.155,0.003
"Czechia",Mar 2021,"03","2021",0.131,0.002
"Czechia",May 2021,"05","2021",0.154,0.003
"Czechia",Nov 2021,"11","2021",0.18,0.003
"Czechia",Oct 2021,"10","2021",0.16,0.003
"Czechia",Sep 2021,"09","2021",0.157,0.003
"Denmark",Apr 2021,"04","2021",1.027,0.01
"Denmark",Aug 2021,"08","2021",1.415,0.011
"Denmark",Dec 2021,"12","2021",2.614,0.013
"Denmark",Feb 2021,"02","2021",0.873,0.01
"Denmark",Jan 2021,"01","2021",0.793,0.007
"Denmark",Jul 2021,"07","2021",1.298,0.011
"Denmark",Jun 2021,"06","2021",1.234,0.011
"Denmark",Mar 2021,"03","2021",0.943,0.01
"Denmark",May 2021,"05","2021",1.135,0.011
"Denmark",Nov 2021,"11","2021",1.855,0.012
"Denmark",Oct 2021,"10","2021",1.581,0.011
"Denmark",Sep 2021,"09","2021",1.507,0.011
"Djibouti",Apr 2021,"04","2021",0.01,0
"Djibouti",Aug 2021,"08","2021",0.012,0
"Djibouti",Dec 2021,"12","2021",0.014,0
"Djibouti",Feb 2021,"02","2021",0.006,0
"Djibouti",Jan 2021,"01","2021",0.006,0
"Djibouti",Jul 2021,"07","2021",0.012,0
"Djibouti",Jun 2021,"06","2021",0.012,0
"Djibouti",Mar 2021,"03","2021",0.007,0
"Djibouti",May 2021,"05","2021",0.012,0
"Djibouti",Nov 2021,"11","2021",0.014,0
"Djibouti",Oct 2021,"10","2021",0.013,0
"Djibouti",Sep 2021,"09","2021",0.012,0
"Dominica",Apr 2021,"04","2021",0.002,0
"Dominica",Aug 2021,"08","2021",0.012,0
"Dominica",Dec 2021,"12","2021",0.088,0.001
"Dominica",Feb 2021,"02","2021",0.002,0
"Dominica",Jan 2021,"01","2021",0.001,0
"Dominica",Jul 2021,"07","2021",0.003,0
"Dominica",Jun 2021,"06","2021",0.003,0
"Dominica",Mar 2021,"03","2021",0.002,0
"Dominica",May 2021,"05","2021",0.002,0
"Dominica",Nov 2021,"11","2021",0.075,0
"Dominica",Oct 2021,"10","2021",0.059,0
"Dominica",Sep 2021,"09","2021",0.036,0
"Dominican Republic",Apr 2021,"04","2021",0.024,0
"Dominican Republic",Aug 2021,"08","2021",0.032,0
"Dominican Republic",Dec 2021,"12","2021",0.038,0
"Dominican Republic",Feb 2021,"02","2021",0.021,0
"Dominican Republic",Jan 2021,"01","2021",0.018,0
"Dominican Republic",Jul 2021,"07","2021",0.031,0
"Dominican Republic",Jun 2021,"06","2021",0.029,0
"Dominican Republic",Mar 2021,"03","2021",0.023,0
"Dominican Republic",May 2021,"05","2021",0.026,0
"Dominican Republic",Nov 2021,"11","2021",0.037,0
"Dominican Republic",Oct 2021,"10","2021",0.034,0
"Dominican Republic",Sep 2021,"09","2021",0.033,0
"Ecuador",Apr 2021,"04","2021",0.02,0.001
"Ecuador",Aug 2021,"08","2021",0.028,0.002
"Ecuador",Dec 2021,"12","2021",0.03,0.002
"Ecuador",Feb 2021,"02","2021",0.015,0.001
"Ecuador",Jan 2021,"01","2021",0.013,0.001
"Ecuador",Jul 2021,"07","2021",0.027,0.001
"Ecuador",Jun 2021,"06","2021",0.025,0.001
"Ecuador",Mar 2021,"03","2021",0.017,0.001
"Ecuador",May 2021,"05","2021",0.023,0.001
"Ecuador",Nov 2021,"11","2021",0.03,0.002
"Ecuador",Oct 2021,"10","2021",0.029,0.002
"Ecuador",Sep 2021,"09","2021",0.029,0.002
"Egypt",Apr 2021,"04","2021",0.002,0
"Egypt",Aug 2021,"08","2021",0.003,0
"Egypt",Dec 2021,"12","2021",0.004,0
"Egypt",Feb 2021,"02","2021",0.002,0
"Egypt",Jan 2021,"01","2021",0.002,0
"Egypt",Jul 2021,"07","2021",0.003,0
"Egypt",Jun 2021,"06","2021",0.003,0
"Egypt",Mar 2021,"03","2021",0.002,0
"Egypt",May 2021,"05","2021",0.002,0
"Egypt",Nov 2021,"11","2021",0.003,0
"Egypt",Oct 2021,"10","2021",0.003,0
"Egypt",Sep 2021,"09","2021",0.003,0
"El Salvador",Apr 2021,"04","2021",0.01,0
"El Salvador",Aug 2021,"08","2021",0.014,0
"El Salvador",Dec 2021,"12","2021",0.019,0.001
"El Salvador",Feb 2021,"02","2021",0.009,0
"El Salvador",Jan 2021,"01","2021",0.008,0
"El Salvador",Jul 2021,"07","2021",0.013,0
"El Salvador",Jun 2021,"06","2021",0.012,0
"El Salvador",Mar 2021,"03","2021",0.01,0
"El Salvador",May 2021,"05","2021",0.011,0
"El Salvador",Nov 2021,"11","2021",0.018,0.001
"El Salvador",Oct 2021,"10","2021",0.017,0.001
"El Salvador",Sep 2021,"09","2021",0.015,0
"Equatorial Guinea",Apr 2021,"04","2021",0.005,0
"Equatorial Guinea",Aug 2021,"08","2021",0.006,0
"Equatorial Guinea",Dec 2021,"12","2021",0.01,0
"Equatorial Guinea",Feb 2021,"02","2021",0.004,0
"Equatorial Guinea",Jan 2021,"01","2021",0.004,0
"Equatorial Guinea",Jul 2021,"07","2021",0.006,0
"Equatorial Guinea",Jun 2021,"06","2021",0.006,0
"Equatorial Guinea",Mar 2021,"03","2021",0.005,0
"Equatorial Guinea",May 2021,"05","2021",0.006,0
"Equatorial Guinea",Nov 2021,"11","2021",0.01,0
"Equatorial Guinea",Oct 2021,"10","2021",0.009,0
"Equatorial Guinea",Sep 2021,"09","2021",0.008,0
"Eritrea",Apr 2021,"04","2021",0.001,0
"Eritrea",Aug 2021,"08","2021",0.002,0
"Eritrea",Dec 2021,"12","2021",0.002,0
"Eritrea",Feb 2021,"02","2021",0.001,0
"Eritrea",Jan 2021,"01","2021",0,0
"Eritrea",Jul 2021,"07","2021",0.002,0
"Eritrea",Jun 2021,"06","2021",0.001,0
"Eritrea",Mar 2021,"03","2021",0.001,0
"Eritrea",May 2021,"05","2021",0.001,0
"Eritrea",Nov 2021,"11","2021",0.002,0
"Eritrea",Oct 2021,"10","2021",0.002,0
"Eritrea",Sep 2021,"09","2021",0.002,0
"Estonia",Apr 2021,"04","2021",0.087,0.001
"Estonia",Aug 2021,"08","2021",0.104,0.001
"Estonia",Dec 2021,"12","2021",0.174,0.001
"Estonia",Feb 2021,"02","2021",0.04,0
"Estonia",Jan 2021,"01","2021",0.027,0
"Estonia",Jul 2021,"07","2021",0.099,0.001
"Estonia",Jun 2021,"06","2021",0.098,0.001
"Estonia",Mar 2021,"03","2021",0.066,0.001
"Estonia",May 2021,"05","2021",0.096,0.001
"Estonia",Nov 2021,"11","2021",0.16,0.001
"Estonia",Oct 2021,"10","2021",0.13,0.001
"Estonia",Sep 2021,"09","2021",0.112,0.001
"Eswatini",Apr 2021,"04","2021",0.016,0.001
"Eswatini",Aug 2021,"08","2021",0.031,0.001
"Eswatini",Dec 2021,"12","2021",0.049,0.001
"Eswatini",Feb 2021,"02","2021",0.014,0.001
"Eswatini",Jan 2021,"01","2021",0.011,0
"Eswatini",Jul 2021,"07","2021",0.018,0.001
"Eswatini",Jun 2021,"06","2021",0.016,0.001
"Eswatini",Mar 2021,"03","2021",0.015,0.001
"Eswatini",May 2021,"05","2021",0.016,0.001
"Eswatini",Nov 2021,"11","2021",0.04,0.001
"Eswatini",Oct 2021,"10","2021",0.04,0.001
"Eswatini",Sep 2021,"09","2021",0.039,0.001
"Ethiopia",Apr 2021,"04","2021",0.002,0
"Ethiopia",Aug 2021,"08","2021",0.003,0
"Ethiopia",Dec 2021,"12","2021",0.003,0
"Ethiopia",Feb 2021,"02","2021",0.001,0
"Ethiopia",Jan 2021,"01","2021",0.001,0
"Ethiopia",Jul 2021,"07","2021",0.002,0
"Ethiopia",Jun 2021,"06","2021",0.002,0
"Ethiopia",Mar 2021,"03","2021",0.002,0
"Ethiopia",May 2021,"05","2021",0.002,0
"Ethiopia",Nov 2021,"11","2021",0.003,0
"Ethiopia",Oct 2021,"10","2021",0.003,0
"Ethiopia",Sep 2021,"09","2021",0.003,0
"Fiji",Apr 2021,"04","2021",0,0
"Fiji",Aug 2021,"08","2021",0.045,0
"Fiji",Dec 2021,"12","2021",0.059,0.001
"Fiji",Feb 2021,"02","2021",0,0
"Fiji",Jan 2021,"01","2021",0,0
"Fiji",Jul 2021,"07","2021",0.018,0
"Fiji",Jun 2021,"06","2021",0.002,0
"Fiji",Mar 2021,"03","2021",0,0
"Fiji",May 2021,"05","2021",0,0
"Fiji",Nov 2021,"11","2021",0.058,0.001
"Fiji",Oct 2021,"10","2021",0.058,0.001
"Fiji",Sep 2021,"09","2021",0.055,0.001
"Finland",Apr 2021,"04","2021",0.015,0
"Finland",Aug 2021,"08","2021",0.021,0
"Finland",Dec 2021,"12","2021",0.039,0
"Finland",Feb 2021,"02","2021",0.009,0
"Finland",Jan 2021,"01","2021",0.007,0
"Finland",Jul 2021,"07","2021",0.018,0
"Finland",Jun 2021,"06","2021",0.017,0
"Finland",Mar 2021,"03","2021",0.012,0
"Finland",May 2021,"05","2021",0.016,0
"Finland",Nov 2021,"11","2021",0.031,0
"Finland",Oct 2021,"10","2021",0.027,0
"Finland",Sep 2021,"09","2021",0.024,0
"France",Apr 2021,"04","2021",14.019,0.269
"France",Aug 2021,"08","2021",17.529,0.303
"France",Dec 2021,"12","2021",23.153,0.327
"France",Feb 2021,"02","2021",9.455,0.22
"France",Jan 2021,"01","2021",7.905,0.188
"France",Jul 2021,"07","2021",15.923,0.299
"France",Jun 2021,"06","2021",15.526,0.296
"France",Mar 2021,"03","2021",11.276,0.244
"France",May 2021,"05","2021",15.474,0.288
"France",Nov 2021,"11","2021",19.945,0.319
"France",Oct 2021,"10","2021",19.23,0.316
"France",Sep 2021,"09","2021",18.751,0.311
"Gabon",Apr 2021,"04","2021",0.01,0
"Gabon",Aug 2021,"08","2021",0.012,0
"Gabon",Dec 2021,"12","2021",0.017,0
"Gabon",Feb 2021,"02","2021",0.006,0
"Gabon",Jan 2021,"01","2021",0.004,0
"Gabon",Jul 2021,"07","2021",0.011,0
"Gabon",Jun 2021,"06","2021",0.011,0
"Gabon",Mar 2021,"03","2021",0.008,0
"Gabon",May 2021,"05","2021",0.011,0
"Gabon",Nov 2021,"11","2021",0.016,0
"Gabon",Oct 2021,"10","2021",0.015,0
"Gabon",Sep 2021,"09","2021",0.012,0
"Gambia",Apr 2021,"04","2021",0.002,0
"Gambia",Aug 2021,"08","2021",0.004,0
"Gambia",Dec 2021,"12","2021",0.004,0
"Gambia",Feb 2021,"02","2021",0.002,0
"Gambia",Jan 2021,"01","2021",0.002,0
"Gambia",Jul 2021,"07","2021",0.003,0
"Gambia",Jun 2021,"06","2021",0.002,0
"Gambia",Mar 2021,"03","2021",0.002,0
"Gambia",May 2021,"05","2021",0.002,0
"Gambia",Nov 2021,"11","2021",0.004,0
"Gambia",Oct 2021,"10","2021",0.004,0
"Gambia",Sep 2021,"09","2021",0.004,0
"Georgia",Apr 2021,"04","2021",0.074,0.001
"Georgia",Aug 2021,"08","2021",0.122,0.002
"Georgia",Dec 2021,"12","2021",0.225,0.003
"Georgia",Feb 2021,"02","2021",0.067,0.001
"Georgia",Jan 2021,"01","2021",0.061,0.001
"Georgia",Jul 2021,"07","2021",0.097,0.001
"Georgia",Jun 2021,"06","2021",0.089,0.001
"Georgia",Mar 2021,"03","2021",0.069,0.001
"Georgia",May 2021,"05","2021",0.083,0.001
"Georgia",Nov 2021,"11","2021",0.197,0.003
"Georgia",Oct 2021,"10","2021",0.166,0.002
"Georgia",Sep 2021,"09","2021",0.147,0.002
"Germany",Apr 2021,"04","2021",1.2,0.031
"Germany",Aug 2021,"08","2021",1.488,0.036
"Germany",Dec 2021,"12","2021",2.559,0.041
"Germany",Feb 2021,"02","2021",0.906,0.025
"Germany",Jan 2021,"01","2021",0.774,0.018
"Germany",Jul 2021,"07","2021",1.453,0.035
"Germany",Jun 2021,"06","2021",1.441,0.035
"Germany",Mar 2021,"03","2021",1.011,0.029
"Germany",May 2021,"05","2021",1.386,0.033
"Germany",Nov 2021,"11","2021",1.985,0.038
"Germany",Oct 2021,"10","2021",1.698,0.037
"Germany",Sep 2021,"09","2021",1.59,0.036
"Ghana",Apr 2021,"04","2021",0.003,0
"Ghana",Aug 2021,"08","2021",0.004,0
"Ghana",Dec 2021,"12","2021",0.004,0
"Ghana",Feb 2021,"02","2021",0.002,0
"Ghana",Jan 2021,"01","2021",0.002,0
"Ghana",Jul 2021,"07","2021",0.003,0
"Ghana",Jun 2021,"06","2021",0.003,0
"Ghana",Mar 2021,"03","2021",0.003,0
"Ghana",May 2021,"05","2021",0.003,0
"Ghana",Nov 2021,"11","2021",0.004,0
"Ghana",Oct 2021,"10","2021",0.004,0
"Ghana",Sep 2021,"09","2021",0.004,0
"Greece",Apr 2021,"04","2021",0.03,0.001
"Greece",Aug 2021,"08","2021",0.052,0.001
"Greece",Dec 2021,"12","2021",0.099,0.002
"Greece",Feb 2021,"02","2021",0.017,0.001
"Greece",Jan 2021,"01","2021",0.014,0.001
"Greece",Jul 2021,"07","2021",0.044,0.001
"Greece",Jun 2021,"06","2021",0.04,0.001
"Greece",Mar 2021,"03","2021",0.022,0.001
"Greece",May 2021,"05","2021",0.036,0.001
"Greece",Nov 2021,"11","2021",0.081,0.002
"Greece",Oct 2021,"10","2021",0.067,0.001
"Greece",Sep 2021,"09","2021",0.06,0.001
"Grenada",Apr 2021,"04","2021",0.001,0
"Grenada",Aug 2021,"08","2021",0.002,0
"Grenada",Dec 2021,"12","2021",0.053,0.002
"Grenada",Feb 2021,"02","2021",0.001,0
"Grenada",Jan 2021,"01","2021",0.001,0
"Grenada",Jul 2021,"07","2021",0.001,0
"Grenada",Jun 2021,"06","2021",0.001,0
"Grenada",Mar 2021,"03","2021",0.001,0
"Grenada",May 2021,"05","2021",0.001,0
"Grenada",Nov 2021,"11","2021",0.052,0.002
"Grenada",Oct 2021,"10","2021",0.05,0.002
"Grenada",Sep 2021,"09","2021",0.027,0
"Guatemala",Apr 2021,"04","2021",0.012,0
"Guatemala",Aug 2021,"08","2021",0.023,0.001
"Guatemala",Dec 2021,"12","2021",0.035,0.001
"Guatemala",Feb 2021,"02","2021",0.009,0
"Guatemala",Jan 2021,"01","2021",0.008,0
"Guatemala",Jul 2021,"07","2021",0.018,0.001
"Guatemala",Jun 2021,"06","2021",0.015,0
"Guatemala",Mar 2021,"03","2021",0.01,0
"Guatemala",May 2021,"05","2021",0.013,0
"Guatemala",Nov 2021,"11","2021",0.034,0.001
"Guatemala",Oct 2021,"10","2021",0.033,0.001
"Guatemala",Sep 2021,"09","2021",0.029,0.001
"Guinea-Bissau",Apr 2021,"04","2021",0.002,0
"Guinea-Bissau",Aug 2021,"08","2021",0.003,0
"Guinea-Bissau",Dec 2021,"12","2021",0.003,0
"Guinea-Bissau",Feb 2021,"02","2021",0.001,0
"Guinea-Bissau",Jan 2021,"01","2021",0.001,0
"Guinea-Bissau",Jul 2021,"07","2021",0.002,0
"Guinea-Bissau",Jun 2021,"06","2021",0.002,0
"Guinea-Bissau",Mar 2021,"03","2021",0.002,0
"Guinea-Bissau",May 2021,"05","2021",0.002,0
"Guinea-Bissau",Nov 2021,"11","2021",0.003,0
"Guinea-Bissau",Oct 2021,"10","2021",0.003,0
"Guinea-Bissau",Sep 2021,"09","2021",0.003,0
"Guinea",Apr 2021,"04","2021",0.002,0
"Guinea",Aug 2021,"08","2021",0.002,0
"Guinea",Dec 2021,"12","2021",0.002,0
"Guinea",Feb 2021,"02","2021",0.001,0
"Guinea",Jan 2021,"01","2021",0.001,0
"Guinea",Jul 2021,"07","2021",0.002,0
"Guinea",Jun 2021,"06","2021",0.002,0
"Guinea",Mar 2021,"03","2021",0.001,0
"Guinea",May 2021,"05","2021",0.002,0
"Guinea",Nov 2021,"11","2021",0.002,0
"Guinea",Oct 2021,"10","2021",0.002,0
"Guinea",Sep 2021,"09","2021",0.002,0
"Guyana",Apr 2021,"04","2021",0.015,0
"Guyana",Aug 2021,"08","2021",0.03,0.001
"Guyana",Dec 2021,"12","2021",0.049,0.001
"Guyana",Feb 2021,"02","2021",0.01,0
"Guyana",Jan 2021,"01","2021",0.009,0
"Guyana",Jul 2021,"07","2021",0.027,0.001
"Guyana",Jun 2021,"06","2021",0.024,0.001
"Guyana",Mar 2021,"03","2021",0.012,0
"Guyana",May 2021,"05","2021",0.019,0
"Guyana",Nov 2021,"11","2021",0.047,0.001
"Guyana",Oct 2021,"10","2021",0.043,0.001
"Guyana",Sep 2021,"09","2021",0.037,0.001
"Haiti",Apr 2021,"04","2021",0.001,0
"Haiti",Aug 2021,"08","2021",0.002,0
"Haiti",Dec 2021,"12","2021",0.002,0
"Haiti",Feb 2021,"02","2021",0.001,0
"Haiti",Jan 2021,"01","2021",0.001,0
"Haiti",Jul 2021,"07","2021",0.002,0
"Haiti",Jun 2021,"06","2021",0.002,0
"Haiti",Mar 2021,"03","2021",0.001,0
"Haiti",May 2021,"05","2021",0.001,0
"Haiti",Nov 2021,"11","2021",0.002,0
"Haiti",Oct 2021,"10","2021",0.002,0
"Haiti",Sep 2021,"09","2021",0.002,0
"Holy See",Apr 2021,"04","2021",0.033,0
"Holy See",Aug 2021,"08","2021",0.033,0
"Holy See",Dec 2021,"12","2021",0.033,0
"Holy See",Feb 2021,"02","2021",0.033,0
"Holy See",Jan 2021,"01","2021",0.033,0
"Holy See",Jul 2021,"07","2021",0.033,0
"Holy See",Jun 2021,"06","2021",0.033,0
"Holy See",Mar 2021,"03","2021",0.033,0
"Holy See",May 2021,"05","2021",0.033,0
"Holy See",Nov 2021,"11","2021",0.033,0
"Holy See",Oct 2021,"10","2021",0.033,0
"Holy See",Sep 2021,"09","2021",0.033,0
"Honduras",Apr 2021,"04","2021",0.02,0
"Honduras",Aug 2021,"08","2021",0.032,0.001
"Honduras",Dec 2021,"12","2021",0.038,0.001
"Honduras",Feb 2021,"02","2021",0.016,0
"Honduras",Jan 2021,"01","2021",0.014,0
"Honduras",Jul 2021,"07","2021",0.028,0.001
"Honduras",Jun 2021,"06","2021",0.025,0.001
"Honduras",Mar 2021,"03","2021",0.018,0
"Honduras",May 2021,"05","2021",0.023,0.001
"Honduras",Nov 2021,"11","2021",0.038,0.001
"Honduras",Oct 2021,"10","2021",0.038,0.001
"Honduras",Sep 2021,"09","2021",0.036,0.001
"Hungary",Apr 2021,"04","2021",0.076,0.003
"Hungary",Aug 2021,"08","2021",0.084,0.003
"Hungary",Dec 2021,"12","2021",0.124,0.004
"Hungary",Feb 2021,"02","2021",0.04,0.001
"Hungary",Jan 2021,"01","2021",0.036,0.001
"Hungary",Jul 2021,"07","2021",0.084,0.003
"Hungary",Jun 2021,"06","2021",0.084,0.003
"Hungary",Mar 2021,"03","2021",0.055,0.002
"Hungary",May 2021,"05","2021",0.082,0.003
"Hungary",Nov 2021,"11","2021",0.101,0.003
"Hungary",Oct 2021,"10","2021",0.087,0.003
"Hungary",Sep 2021,"09","2021",0.085,0.003
"Iceland",Apr 2021,"04","2021",0.019,0
"Iceland",Aug 2021,"08","2021",0.028,0
"Iceland",Dec 2021,"12","2021",0.061,0
"Iceland",Feb 2021,"02","2021",0.018,0
"Iceland",Jan 2021,"01","2021",0.017,0
"Iceland",Jul 2021,"07","2021",0.02,0
"Iceland",Jun 2021,"06","2021",0.019,0
